OBJECTID,Join_Count,TARGET_FID,Fatalities,PedFatalities,BikeFatalities,MVOFatalities,YR,nodeX,nodeY,STREET1,STREET2
997,1,997,1,1,0,0,2012,1010332.096,247175.6363,CROSS BRONX EXPRESSWAY SR NORTH ,TOPPING AVENUE                  
998,1,998,1,1,0,0,2012,950821.2161,169641.4436,CARY AVENUE                     ,ELIZABETH STREET                
999,1,999,1,1,0,0,2012,1017266.432,179267.7987,BARBEY STREET                   ,WORTMAN AVENUE                  
1000,1,1000,1,1,0,0,2012,977794.0454,168064.1534,77 STREET                       ,5 AVENUE                        
1001,1,1001,1,0,0,1,2012,987577.5065,185225.4209,3 STREET                        ,3 AVENUE                        
1002,3,1002,1,1,0,0,2012,993981.4205,233183.8667,BROADWAY                        ,WEST 114 STREET                 
1003,1,1003,1,0,0,1,2012,1026287.306,246467.7115,EAST TREMONT AVENUE             ,SILVER STREET                   
1004,1,1004,1,1,0,0,2012,1011001.232,217049.2868,BULOVA AVENUE                   ,BOROUGH PLACE                   
1005,1,1005,1,1,0,0,2012,998660.5089,223021.3119,1 AVENUE                        ,EAST 89 STREET                  
1006,1,1006,1,1,0,0,2012,997349.1533,222202.6196,2 AVENUE                        ,EAST 84 STREET                  
1007,3,1007,1,0,0,1,2012,999342.3711,233575.1031,WEST 125 STREET                 ,LENOX AVENUE                    
1008,3,1008,1,0,0,1,2012,1014161.56,185681.8538,MILLER AVENUE                   ,ATLANTIC AVENUE                 
1009,1,1009,1,1,0,0,2012,995310.6206,178555.2345,WESTBURY COURT                  ,FLATBUSH AVENUE                 
1010,1,1010,1,0,0,1,2012,1003855.639,173231.1309,UTICA AVENUE                    ,AVENUE D                        
1011,1,1011,1,0,0,1,2012,1004831.215,197521.5345,JOHNSON AVENUE                  ,STEWART AVENUE                  
1012,3,1012,1,0,0,1,2012,1007267.65,183636.8349,SARATOGA AVENUE                 ,EASTERN PARKWAY                 
1013,3,1013,1,1,0,0,2012,1010791.16,256238.1769,WEST KINGSBRIDGE ROAD           ,SEDGWICK AVENUE                 
1014,1,1014,1,0,0,1,2012,1006413.436,243253.9318,WALTON AVENUE                   ,TUDOR PLACE                     
1015,1,1015,1,1,0,0,2012,1005587.759,168499.5364,FLATLANDS AVENUE                ,EAST 55 STREET                  
1016,1,1016,1,1,0,0,2012,996273.4336,165460.0412,EAST 19 STREET                  ,AVENUE L                        
1017,1,1017,1,1,0,0,2012,1031951.875,214117.5049,MAIN STREET                     ,FRANKLIN AVENUE                 
1018,3,1018,1,0,0,1,2012,978644.8668,172132.4947,63 STREET                       ,4 AVENUE                        
1019,1,1019,1,0,0,1,2012,1023332.375,267253.2989,BULLARD AVENUE                  ,NEREID AVENUE                   
1020,1,1020,1,1,0,0,2012,995560.3347,231412.9486,WEST 111 STREET                 ,MANHATTAN AVENUE                
1021,1,1021,1,0,0,1,2012,946321.419,172557.0775,RICHMOND TERRACE                ,SHARPE AVENUE                   
1022,1,1022,1,1,0,0,2012,1010558.247,180877.8447,MOTHER GASTON BOULEVARD         ,LIVONIA AVENUE                  
1023,6,1023,1,1,0,0,2012,1026376.23,202650.435,YELLOWSTONE BOULEVARD           ,QUEENS BOULEVARD                
1024,1,1024,2,0,0,2,2012,1022556.179,255380.3341,BRONXWOOD AVENUE                ,WILLIAMSBRIDGE ROAD             
1025,1,1025,1,0,0,1,2012,998862.8707,189152.8278,MARCY AVENUE                    ,MONROE STREET                   
1026,1,1026,1,1,0,0,2012,1016409.377,211679.8129,82 STREET                       ,ROOSEVELT AVENUE                
1027,1,1027,1,1,0,0,2012,996111.6229,159139.5518,EAST 15 STREET                  ,AVENUE S                        
1028,1,1028,1,1,0,0,2012,1019699.072,188374.8943,CRESCENT STREET                 ,FULTON STREET                   
1029,1,1029,1,0,0,1,2012,995422.1755,231162.4636,MANHATTAN AVENUE                ,CATHEDRAL PARKWAY               
1030,2,1030,1,0,0,1,2012,1017695.975,217530.7195,ASTORIA BOULEVARD               ,90 STREET                       
1031,3,1031,5,0,0,5,2012,1036011.378,193342.2059,94 AVENUE                       ,ATLANTIC AVENUE                 
1032,1,1032,1,1,0,0,2012,982700.4726,208200.3546,JANE STREET                     ,HUDSON STREET                   
1033,1,1033,1,1,0,0,2012,993927.9564,196359.8865,CLYMER STREET                   ,JULIANA PLACE                   
1034,3,1034,1,1,0,0,2012,1000971.056,154076.8064,AVENUE Z                        ,NOSTRAND AVENUE                 
1035,1,1035,1,1,0,0,2012,953080.9196,151067.3603,LINCOLN AVENUE                  ,RICHMOND ROAD                   
1036,1,1036,1,1,0,0,2012,1024471.434,243118.5611,OLMSTEAD AVENUE                 ,WESTCHESTER AVENUE              
1037,1,1037,1,1,0,0,2012,1010758.726,269686.8997,RIVERDALE AVENUE                ,WEST 259 STREET                 
1038,2,1038,1,0,0,1,2012,1044679.966,209851.4898,PECK AVENUE                     ,HORACE HARDING EXPRESSWAY SR N  
1039,5,1039,1,1,0,0,2012,1025245.701,192030.5779,JAMAICA AVENUE                  ,WOODHAVEN BOULEVARD             
1040,1,1040,1,0,1,0,2012,997287.6114,233492.6062,ST NICHOLAS AVENUE              ,WEST 121 STREET                 
1041,3,1041,2,1,0,1,2012,1005934.31,185912.9852,RALPH AVENUE                    ,ATLANTIC AVENUE                 
1042,1,1042,1,1,0,0,2012,1053670.391,211431.5982,CLOVERDALE BOULEVARD            ,67 AVENUE                       
1043,9,1043,1,1,0,0,2012,1008109.879,244858.0031,EAST 170 STREET                 ,GRAND CONCOURSE                 
1044,4,1044,1,1,0,0,2012,983383.1251,204650.0799,WEST HOUSTON STREET             ,AVENUE OF THE AMERICAS          
1045,1,1045,1,1,0,0,2012,1000138.314,199663.023,METROPOLITAN AVENUE             ,HUMBOLDT STREET                 
1046,9,1046,1,0,0,1,2012,1015266.21,257032.2927,GRAND CONCOURSE                 ,BEDFORD PARK BOULEVARD          
1047,1,1047,1,1,0,0,2012,989541.5741,208109.0064,2 AVENUE                        ,EAST 23 STREET                  
1048,1,1048,1,1,0,0,2012,1011628.888,235191.9007,TIMPSON PLACE                   ,AVENUE ST JOHN                  
1049,3,1049,1,1,0,0,2012,1003358.212,182945.2549,UTICA AVENUE                    ,EASTERN PARKWAY                 
1050,1,1050,1,1,0,0,2012,950606.2825,161114.44,MANOR ROAD                      ,SCHMIDTS LANE                   
1051,1,1051,1,1,0,0,2012,1027186.045,187352.1949,94 STREET                       ,ROCKAWAY BOULEVARD              
1052,2,1052,1,1,0,0,2012,990208.6757,207710.1424,1 AVENUE                        ,EAST 23 STREET                  
1053,1,1053,1,1,0,0,2012,998608.3338,171942.4363,NOSTRAND AVENUE                 ,FOSTER AVENUE                   
1054,1,1054,1,0,0,1,2012,1006461.884,190853.9235,BUSHWICK AVENUE                 ,PALMETTO STREET                 
1055,2,1055,1,0,1,0,2012,1003201.733,207729.5387,GREENPOINT AVENUE               ,BORDEN AVENUE                   
1056,3,1056,1,1,0,0,2011,987172.4252,207416.7703,EAST 16 STREET                  ,UNION SQUARE EAST               
1057,1,1057,1,0,0,1,2011,994244.1992,175757.4907,EAST 17 STREET                  ,CHURCH AVENUE                   
1058,0,1058,1,0,0,1,2011,,,,
1059,0,1059,1,0,0,1,2011,,,,
1060,5,1060,1,1,0,0,2011,1005454.156,176287.4044,SNYDER AVENUE                   ,KINGS HIGHWAY                   
1061,1,1061,1,0,0,1,2011,1008271.762,232249.6694,RFK BRIDGE BRONX ENTRANCE RAMP  ,EAST 137 STREET                 
1062,5,1062,1,1,0,0,2011,1008464.436,253274.1247,WEST FORDHAM ROAD               ,MAJOR DEEGAN EP NB EN W FORDHAM 
1063,1,1063,1,1,0,0,2011,1025287.378,267952.0147,WHITE PLAINS ROAD               ,EAST 240 STREET                 
1064,6,1064,1,0,0,1,2011,1028439.805,241280.4384,BRUCKNER BOULEVARD              ,BRUCKNER EXPRESSWAY             
1065,1,1065,1,0,0,1,2011,1032184.939,181424.044,NASSAU EXPRESSWAY               ,SOUTH CONDUIT AVENUE            
1066,3,1066,1,0,1,0,2011,1032638.79,198725.7414,QUEENS BOULEVARD                ,83 AVENUE                       
1067,2,1067,1,0,0,1,2011,1016921.705,191403.3581,JACKIE ROBINSON PKWY ET 3 EB    ,HIGHLAND PARK GREENWAY          
1068,3,1068,2,0,0,2,2011,1006261.294,242011.9363,EAST 165 STREET                 ,GRAND CONCOURSE                 
1069,1,1069,1,1,0,0,2011,985665.5943,147989.5879,WEST 29 STREET                  ,SURF AVENUE                     
1070,1,1070,1,1,0,0,2011,985910.4822,155557.2628,BAY 37 STREET                   ,HARWAY AVENUE                   
1071,1,1071,1,1,0,0,2011,987419.0849,219486.6113,WEST 57 STREET                  ,10 AVENUE                       
1072,1,1072,1,1,0,0,2011,1042636.657,195044.5972,104 AVENUE                      ,168 PLACE                       
1073,2,1073,1,1,0,0,2011,1039868.083,191837.1367,108 AVENUE                      ,SUTPHIN BOULEVARD               
1074,1,1074,1,1,0,0,2011,1027767.389,263627.4698,BAYCHESTER AVENUE               ,STRANG AVENUE                   
1075,3,1075,1,1,0,0,2011,1049477.062,187565.8264,ANDERSON ROAD                   ,MERRICK BOULEVARD               
1076,1,1076,1,1,0,0,2011,1025146.275,244015.7673,STARLING AVENUE                 ,CASTLE HILL AVENUE              
1077,8,1077,1,1,0,0,2011,993522.9601,152253.1847,OCEAN PARKWAY                   ,SHORE PARKWAY                   
1078,1,1078,1,0,1,0,2011,1004313.007,177549.0948,LINDEN BOULEVARD                ,EAST 53 STREET                  
1079,1,1079,1,0,0,1,2011,1022682.95,182649.7243,FORBELL STREET                  ,LORING AVENUE                   
1080,1,1080,1,1,0,0,2011,1013486.893,249662.1011,BATHGATE AVENUE                 ,EAST 181 STREET                 
1081,1,1081,1,1,0,0,2011,996167.7317,193934.4291,FLUSHING AVENUE                 ,BEDFORD AVENUE                  
1082,1,1082,1,1,0,0,2011,1007921.287,232776.3219,EAST 138 STREET                 ,CYPRESS AVENUE                  
1083,1,1083,1,1,0,0,2011,1025706.324,241096.3115,CHATTERTON AVENUE               ,CASTLE HILL AVENUE              
1084,1,1084,1,1,0,0,2011,1005537.506,236831.4841,EAST 148 STREET                 ,MORRIS AVENUE                   
1085,1,1085,1,1,0,0,2011,1011595.486,244670.9435,CLAREMONT PARKWAY               ,3 AVENUE                        
1086,1,1086,1,1,0,0,2011,1014703.17,256087.2129,EAST 198 STREET                 ,VALENTINE AVENUE                
1087,1,1087,1,0,0,1,2011,947525.1305,167502.5732,ORDELL AVENUE                   ,FOREST AVENUE                   
1088,2,1088,1,1,0,0,2011,995159.0198,180082.1507,FLATBUSH AVENUE                 ,WASHINGTON AVENUE               
1089,1,1089,1,1,0,0,2011,1012811.097,214910.9971,32 AVENUE                       ,70 STREET                       
1090,1,1090,1,1,0,0,2011,996375.2444,177931.1609,BEDFORD AVENUE                  ,CLARKSON AVENUE                 
1091,5,1091,1,0,0,1,2011,920247.1408,131603.7293,VETERANS ROAD GREENWAY          ,TYRELLAN AVENUE                 
1092,1,1092,1,1,0,0,2011,984478.7758,173183.5589,46 STREET                       ,9 AVENUE                        
1093,1,1093,1,1,0,0,2011,1045792.972,199502.5705,184 STREET                      ,HILLSIDE AVENUE                 
1094,3,1094,1,1,0,0,2011,997784.0605,232620.1313,ADAM C POWELL BOULEVARD         ,WEST 119 STREET                 
1095,1,1095,1,1,0,0,2011,1009037.335,169115.8902,PAERDEGAT 4 STREET              ,PAERDEGAT AVENUE NORTH          
1096,3,1096,1,1,0,0,2011,1020933.059,202589.2307,WOODHAVEN BOULEVARD             ,PENELOPE AVENUE                 
1097,3,1097,1,0,0,1,2011,997849.6903,241051.5412,WEST 147 STREET                 ,RIVERSIDE DRIVE                 
1098,1,1098,1,0,0,1,2011,1055342.028,156531.5554,SEAGIRT AVENUE                  ,BEACH 9 STREET                  
1099,1,1099,1,1,0,0,2011,1033237.384,215555.7632,BOWNE STREET                    ,SANFORD AVENUE                  
1100,1,1100,1,1,0,0,2011,992481.9189,219090.3916,EAST 65 STREET                  ,5 AVENUE                        
1101,3,1101,1,1,0,0,2011,1001112.003,238627.7009,ADAM C POWELL BOULEVARD         ,WEST 145 STREET                 
1102,1,1102,1,1,0,0,2011,1001575.474,232338.6026,LEXINGTON AVENUE                ,EAST 125 STREET                 
1103,1,1103,1,1,0,0,2011,1020968.19,215260.8586,NORTHERN BOULEVARD              ,101 STREET                      
1104,1,1104,1,1,0,0,2011,1012885.034,268830.484,BROADWAY                        ,MOSHOLU AVENUE                  
1105,1,1105,1,0,0,1,2011,1006319.903,231810.648,EAST 132 STREET                 ,ST ANNS AVENUE                  
1106,1,1106,1,1,0,0,2011,993350.2147,214988.3726,2 AVENUE                        ,EAST 53 STREET                  
1107,1,1107,1,1,0,0,2011,1005319.718,161091.2871,COLEMAN STREET                  ,AVENUE U                        
1108,1,1108,1,1,0,0,2011,1003617.037,176136.2137,UTICA AVENUE                    ,SNYDER AVENUE                   
1109,1,1109,1,1,0,0,2011,980416.3233,173081.7779,56 STREET                       ,5 AVENUE                        
1110,4,1110,1,1,0,0,2011,984431.1512,184203.4414,LORRAINE STREET                 ,SMITH STREET                    
1111,1,1111,1,0,0,1,2011,953888.4082,163190.8725,VICTORY BOULEVARD               ,MARX STREET                     
1112,1,1112,1,1,0,0,2011,987524.5636,221533.8644,WEST 64 STREET                  ,WEST END AVENUE                 
1113,1,1113,1,0,1,0,2011,1021198.236,212411.2475,99 STREET                       ,39 AVENUE                       
1114,3,1114,1,1,0,0,2011,1011924.58,251675.4632,GRAND CONCOURSE                 ,EAST 183 STREET                 
1115,3,1115,1,1,0,0,2011,997925.4316,204873.2124,MC GUINNESS BOULEVARD           ,CALYER STREET                   
1116,1,1116,1,1,0,0,2011,1000090.995,214734.3901,12 STREET                       ,40 AVENUE                       
1117,1,1117,1,0,0,1,2011,1053117.111,182159.7614,225 STREET                      ,NORTH CONDUIT AVENUE            
1118,1,1118,1,1,0,0,2011,986932.9343,216750.5931,9 AVENUE                        ,WEST 47 STREET                  
1119,5,1119,1,1,0,0,2011,978525.1069,173239.0479,60 STREET                       ,3 AVENUE                        
1120,1,1120,1,1,0,0,2011,1010857.42,171942.1083,AVENUE J                        ,REMSEN AVENUE                   
1121,1,1121,1,1,0,0,2011,994704.1585,197921.993,BROADWAY                        ,DRIGGS AVENUE                   
1122,1,1122,1,0,0,1,2011,1007236.656,187965.3958,SARATOGA AVENUE                 ,BAINBRIDGE STREET               
1123,1,1123,1,1,0,0,2011,994695.5332,161513.117,AVENUE P                        ,CONEY ISLAND AVENUE             
1124,1,1124,1,1,0,0,2011,1021218.721,254612.4291,ALLERTON AVENUE                 ,CRUGER AVENUE                   
1125,1,1125,1,1,0,0,2011,995387.1723,178144.3692,FLATBUSH AVENUE                 ,PARKSIDE AVENUE                 
1126,3,1126,1,1,0,0,2011,1039633.388,202726.3699,168 STREET                      ,UNION TURNPIKE                  
1127,1,1127,1,0,0,1,2011,984928.4074,211276.2081,8 AVENUE                        ,WEST 25 STREET                  
1128,1,1128,1,0,0,1,2011,993917.8707,166897.2135,AVENUE J                        ,CONEY ISLAND AVENUE             
1129,1,1129,1,0,0,1,2011,996980.3909,174885.419,LOTT STREET                     ,TILDEN AVENUE                   
1130,1,1130,1,1,0,0,2011,1025893.967,240048.6463,STORY AVENUE                    ,CASTLE HILL AVENUE              
1131,1,1131,1,0,0,1,2011,1014630.453,203680.7479,71 STREET                       ,QUEENS MIDTOWN EXPRESSWAY SR S  
1132,1,1132,1,1,0,0,2011,1027072.774,266004.2167,BAYCHESTER AVENUE               ,PITMAN AVENUE                   
1133,1,1133,1,1,0,0,2011,1017313.919,184899.6407,PITKIN AVENUE                   ,SHEPHERD AVENUE                 
1134,1,1134,1,1,0,0,2011,997377.0863,160189.2089,AVENUE R                        ,OCEAN AVENUE                    
1135,1,1135,1,1,0,0,2011,947659.8743,159937.9561,WESTWOOD AVENUE                 ,BRADLEY AVENUE                  
1136,3,1136,1,0,1,0,2011,1004672.865,199430.8187,METROPOLITAN AVENUE             ,GARDNER AVENUE                  
1137,1,1137,1,0,1,0,2011,989586.4723,157307.5119,WEST 9 STREET                   ,AVENUE T                        
1138,1,1138,1,0,1,0,2011,1002826.075,197706.9639,MESEROLE STREET                 ,MORGAN AVENUE                   
1139,5,1139,1,1,0,0,2011,1015306.463,244373.6934,EAST 174 STREET                 ,BOSTON ROAD                     
1140,1,1140,1,0,1,0,2011,982911.7809,170106.7051,59 STREET                       ,FT HAMILTON PARKWAY             
1141,1,1141,1,1,0,0,2011,1019879.997,209783.6356,CORONA AVENUE                   ,93 STREET                       
1142,1,1142,1,0,1,0,2011,998908.1003,224999.7069,2 AVENUE                        ,EAST 96 STREET                  
1143,1,1143,1,1,0,0,2011,937477.8583,165774.2538,GOETHALS ROAD NORTH             ,SOUTH AVENUE                    
1144,5,1144,1,0,0,1,2011,1017514.04,174793.677,FREEPORT LOOP                   ,PENNSYLVANIA AVENUE             
1145,1,1145,1,0,1,0,2011,1005578.224,194023.4837,STOCKHOLM STREET                ,WILSON AVENUE                   
1146,1,1146,1,1,0,0,2011,985086.14,200331.5715,ELIZABETH STREET                ,CANAL STREET                    
1147,1,1147,1,0,1,0,2011,996698.3606,198166.2117,BORINQUEN PLACE                 ,RODNEY STREET                   
1148,15,1148,2,0,0,2,2011,1017243.614,251457.9998,SOUTHERN BOULEVARD              ,EAST FORDHAM ROAD               
1149,1,1149,1,0,1,0,2011,984639.4907,212609.6339,9 AVENUE                        ,WEST 29 STREET                  
1150,3,1150,1,0,0,1,2011,984639.074,179699.9927,4 AVENUE                        ,26 STREET                       
1151,3,1151,1,0,0,1,2011,944585.2348,138025.1823,HILLSIDE TERRACE                ,HYLAN BOULEVARD                 
1152,1,1152,1,0,1,0,2011,1000233.777,233081.3114,WEST 125 STREET                 ,5 AVENUE                        
1153,1,1153,1,1,0,0,2011,987443.0513,173158.3427,12 AVENUE                       ,39 STREET                       
1154,2,1154,1,0,0,1,2011,1007137.424,231364.4218,EAST 132 STREET                 ,CYPRESS AVENUE                  
1155,1,1155,1,1,0,0,2011,1001478.768,229652.6799,2 AVENUE                        ,EAST 116 STREET                 
1156,1,1156,1,0,0,1,2011,1052180.036,195470.3214,201 STREET                      ,112 AVENUE                      
1157,1,1157,1,1,0,0,2011,1056439.328,179734.5103,145 AVENUE                      ,243 STREET                      
1158,3,1158,1,1,0,0,2011,1007389.53,173166.2295,FOSTER AVENUE                   ,EAST 83 STREET                  
1159,1,1159,1,1,0,0,2011,1016717.683,209952.6084,82 STREET                       ,BROADWAY                        
1160,1,1160,2,1,0,1,2011,1000801.312,212879.8761,RAMP                            ,QUEENS PLAZA NORTH              
1161,1,1161,1,0,1,0,2011,982965.1699,202085.1471,CANAL STREET                    ,WEST BROADWAY                   
1162,1,1162,1,0,0,1,2011,996289.1911,169020.4465,CAMPUS ROAD                     ,AVENUE H                        
1163,2,1163,1,1,0,0,2011,1015381.321,252482.335,BATHGATE AVENUE                 ,EAST FORDHAM ROAD               
1164,2,1164,1,0,1,0,2011,1033769.142,163340.7442,CROSS BAY BOULEVARD             ,EAST 1 ROAD                     
1165,1,1165,1,0,1,0,2011,1005426.178,163999.9063,EAST 53 STREET                  ,AVENUE O                        
1166,3,1166,1,0,0,1,2011,1052248.061,186359.3196,136 AVENUE                      ,SPRINGFIELD BOULEVARD           
1167,1,1167,1,1,0,0,2011,1000545.702,199668.9416,METROPOLITAN AVENUE             ,ORIENT AVENUE                   
1168,6,1168,1,0,0,1,2011,1008189.86,232299.3248,EAST 137 STREET                 ,BRUCKNER BOULEVARD              
1169,1,1169,1,0,0,1,2011,1037753.461,188732.2873,VAN WYCK EXPRESSWAY SR WEST     ,LINCOLN STREET                  
1170,1,1170,1,0,0,1,2011,979822.1811,164796.952,11 AVENUE                       ,82 STREET                       
1171,1,1171,1,1,0,0,2011,998787.6313,223251.1576,1 AVENUE                        ,EAST 90 STREET                  
1172,1,1172,1,1,0,0,2011,993641.1229,166857.1414,AVENUE J                        ,EAST 10 STREET                  
1173,1,1173,1,1,0,0,2011,1009516.245,239520.0646,EAST 163 STREET                 ,3 AVENUE                        
1174,1,1174,1,1,0,0,2011,1036879.158,202753.8337,77 ROAD                         ,PARSONS BOULEVARD               
1175,3,1175,1,1,0,0,2011,985015.9565,218404.2611,12 AVENUE                       ,WEST 49 STREET                  
1176,1,1176,1,1,0,0,2011,1032612.615,209907.0015,MAIN STREET                     ,HORACE HARDING EXPRESSWAY SR N  
1177,1,1177,1,1,0,0,2011,987852.8865,160069.9407,STILLWELL AVENUE                ,KINGS HIGHWAY                   
1178,1,1178,1,0,0,1,2011,1003371.251,179118.862,UTICA AVENUE                    ,WINTHROP STREET                 
1179,1,1179,1,1,0,0,2011,995800.9168,234613.4885,AMSTERDAM AVENUE                ,MORNINGSIDE DRIVE               
1180,1,1180,1,1,0,0,2011,1006472.045,218416.8299,NEWTOWN AVENUE                  ,33 STREET                       
1181,1,1181,1,0,0,1,2011,991436.5965,170982.5433,EAST 5 STREET                   ,DITMAS AVENUE                   
1182,3,1182,1,0,0,1,2011,954221.7113,147737.8561,BURBANK AVENUE                  ,HYLAN BOULEVARD                 
1183,1,1183,1,0,0,1,2011,1004273.198,168142.7622,AVENUE J                        ,UTICA AVENUE                    
1184,3,1184,1,0,0,1,2011,1026495.613,197377.9061,72 ROAD                         ,UNION TURNPIKE                  
1185,1,1185,1,1,0,0,2011,1022116.957,243713.3007,WHITE PLAINS ROAD               ,WOOD AVENUE                     
1186,1,1186,1,1,0,0,2011,1044383.067,206450.345,73 AVENUE                       ,188 STREET                      
1187,3,1187,1,1,0,0,2011,1001821.933,183054.133,TROY AVENUE                     ,EASTERN PARKWAY                 
1188,1,1188,1,1,0,0,2011,992718.3817,229049.8136,WEST 98 STREET                  ,AMSTERDAM AVENUE                
1189,3,1189,1,1,0,0,2011,986206.1903,199344.3195,EAST BROADWAY                   ,PIKE STREET                     
1190,15,1190,1,1,0,0,2011,1026173.435,190024.3713,ATLANTIC AVENUE                 ,WOODHAVEN BOULEVARD             
1191,1,1191,1,1,0,0,2011,1033939.456,183624.1121,LEFFERTS BOULEVARD              ,135 AVENUE                      
1192,5,1192,1,0,0,1,2011,1006219.929,178956.7265,LENOX ROAD                      ,KINGS HIGHWAY                   
1193,1,1193,1,1,0,0,2011,997979.6051,220318.7513,YORK AVENUE                     ,EAST 79 STREET                  
1194,1,1194,1,1,0,0,2011,991569.4699,223262.7487,CPW 77 APPROACH                 ,CENTRAL PARK WEST               
1195,7,1195,1,0,0,1,2011,984643.2636,217724.5413,WEST 46 STREET                  ,12 AVENUE                       
1196,3,1196,1,1,0,0,2011,944104.9799,137455.7937,HYLAN BOULEVARD                 ,CLEVELAND AVENUE                
1197,1,1197,1,0,1,0,2011,1000499.495,199173.5161,AINSLIE STREET                  ,BUSHWICK AVENUE                 
1198,1,1198,1,1,0,0,2011,1011020.074,210931.8518,ROOSEVELT AVENUE                ,61 STREET                       
1199,1,1199,1,0,0,1,2011,1020878.505,251835.873,WHITE PLAINS ROAD               ,PELHAM PARKWAY NORTH            
1200,3,1200,1,1,0,0,2011,1000858.04,154848.5207,AVENUE Y                        ,NOSTRAND AVENUE                 
1201,2,1201,1,1,0,0,2011,1012222.936,238430.5852,EAST 163 STREET                 ,REV JAMES POLITE AVENUE         
1202,1,1202,1,1,0,0,2011,1025447.616,207571.4812,62 ROAD                         ,108 STREET                      
1203,1,1203,1,1,0,0,2011,1003725.128,249865.3356,AUDUBON AVENUE                  ,WEST 187 STREET                 
1204,1,1204,1,1,0,0,2011,1049539.503,201275.4541,HILLSIDE AVENUE                 ,198 STREET                      
1205,1,1205,1,0,0,1,2011,1004466.347,152337.1973,BELT PARKWAY EXIT 9 WESTBOUND   ,SHORE PARKWAY                   
1206,3,1206,1,1,0,0,2011,1009448.591,185083.8497,EASTERN PARKWAY                 ,DEAN STREET                     
1207,1,1207,1,0,0,1,2011,1025712.524,243290.9659,WESTCHESTER AVENUE              ,GLEBE AVENUE                    
1208,1,1208,1,0,0,1,2011,984973.7978,216939.5199,11 AVENUE                       ,WEST 44 STREET                  
1209,5,1209,1,1,0,0,2011,1026705.727,189213.6774,97 AVENUE                       ,WOODHAVEN BOULEVARD             
1210,1,1210,1,0,0,1,2011,1050648.281,158466.1349,BEACH CHANNEL DRIVE             ,DICKENS STREET                  
1211,2,1211,1,1,0,0,2011,982056.9171,202939.9813,HOLLAND TUNNEL APPROACH         ,CANAL STREET                    
1212,1,1212,1,0,0,1,2011,957250.2518,156198.9708,RICHMOND ROAD                   ,BURGHER AVENUE                  
1213,12,1213,1,0,0,1,2011,1020176.249,206536.0604,QUEENS BOULEVARD                ,WOODHAVEN BOULEVARD             
1214,2,1214,1,1,0,0,2011,1013554.327,253472.6775,EAST KINGSBRIDGE ROAD           ,EAST FORDHAM ROAD               
1215,1,1215,1,1,0,0,2011,994386.6231,215306.5245,1 AVENUE                        ,EAST 56 STREET                  
1216,1,1216,1,1,0,0,2011,983146.6492,187884.7955,COLUMBIA STREET                 ,SUMMIT STREET                   
1217,3,1217,1,1,0,0,2011,1058651.106,184873.5319,242 STREET                      ,MERRICK BOULEVARD               
1218,1,1218,1,1,0,0,2011,1025581.724,198155.4899,METROPOLITAN AVENUE             ,71 AVENUE                       
1219,1,1219,1,1,0,0,2011,984014.9578,211482.3658,9 AVENUE                        ,WEST 24 STREET                  
1220,3,1220,1,0,0,1,2011,1032817.831,257637.7249,BELLAMY LOOP                    ,CO-OP CITY BOULEVARD            
1221,1,1221,1,1,0,0,2011,1032940.045,213238.5073,COLDEN STREET                   ,ELDER AVENUE                    
1222,3,1222,1,0,1,0,2011,986219.2743,201581.8771,DELANCEY STREET                 ,CHRYSTIE STREET                 
1223,8,1223,2,0,0,2,2011,1012070.311,209220.5265,BROOKLYN QUEENS EP ET 39 W WB   ,65 PLACE                        
1224,3,1224,1,1,0,0,2011,993144.4376,231232.6668,BROADWAY                        ,WEST 106 STREET                 
1225,1,1225,1,1,0,0,2011,981674.2013,173413.5486,6 AVENUE                        ,52 STREET                       
1226,1,1226,1,1,0,0,2011,1004330.609,167430.2505,FLATLANDS AVENUE                ,UTICA AVENUE                    
1227,1,1227,1,1,0,0,2011,1002212.329,193214.0893,BROADWAY                        ,JEFFERSON STREET                
1228,1,1228,1,1,0,0,2011,994962.2289,196856.8967,ROEBLING STREET                 ,LEE AVENUE                      
1229,2,1229,1,0,0,1,2011,1027857.165,245478.2151,EAST TREMONT AVENUE             ,WESTCHESTER AVENUE              
1230,1,1230,1,0,0,1,2011,1004405.018,216053.6854,34 AVENUE                       ,31 STREET                       
1231,9,1231,1,0,0,1,2011,1005769.025,161455.8005,FLATBUSH AVENUE                 ,AVENUE U                        
1232,1,1232,1,1,0,0,2011,992818.3257,190469.5574,DEKALB AVENUE                   ,VANDERBILT AVENUE               
1233,3,1233,2,2,0,0,2011,1003966.256,241380.0281,MACOMBS DAM BRIDGE              ,EAST 161 STREET                 
1234,1,1234,1,0,0,1,2011,1023853.607,246630.3654,BRONXDALE AVENUE                ,PIERCE AVENUE                   
1235,1,1235,1,1,0,0,2011,1002142.749,230804.3508,2 AVENUE                        ,EAST 121 STREET                 
1236,3,1236,1,1,0,0,2011,991361.2587,173639.5261,OCEAN PARKWAY                   ,BEVERLY ROAD                    
1237,1,1237,1,0,0,1,2011,999039.35,197134.5602,MESEROLE STREET                 ,LEONARD STREET                  
1238,1,1238,1,0,0,1,2011,1057872.331,184288.3136,BROOKVILLE BOULEVARD            ,135 AVENUE                      
1239,1,1239,1,0,1,0,2011,989283.8712,164034.6274,21 AVENUE                       ,62 STREET                       
1240,1,1240,1,1,0,0,2011,997077.0344,156179.1841,GRAVESEND NECK ROAD             ,EAST 17 STREET                  
