OBJECTID,Join_Count,TARGET_FID,Fatalities,PedFatalities,BikeFatalities,MVOFatalities,YR,nodeX,nodeY,STREET1,STREET2
253,1,253,1,1,0,0,2015,998981.7845,152950.1321,VOORHIES AVENUE                 ,EAST 22 STREET                  
254,2,254,1,1,0,0,2015,944924.6797,166881.5082,DECKER AVENUE                   ,FOREST AVENUE                   
255,3,255,2,0,0,2,2015,1038442.593,209727.2282,BOOTH MEMORIAL AVENUE           ,164 STREET                      
256,1,256,1,1,0,0,2015,997020.6697,188326.691,PUTNAM AVENUE                   ,BEDFORD AVENUE                  
257,5,257,1,1,0,0,2015,1020295.816,182657.1029,LINDEN BOULEVARD                ,EUCLID AVENUE                   
258,1,258,1,1,0,0,2015,1026077.815,199186.7936,71 AVENUE                       ,KESSEL STREET                   
259,1,259,1,1,0,0,2015,1015609.776,237677.7652,SENECA AVENUE                   ,BRYANT AVENUE                   
260,1,260,1,0,0,1,2015,1050495.423,184246.1611,183 STREET                      ,140 AVENUE                      
261,1,261,1,0,0,1,2015,1051908.757,191996.4671,LINDEN BOULEVARD                ,196 STREET                      
262,1,262,1,0,0,1,2015,1040219.542,200761.0129,168 STREET                      ,GRAND CENTRAL PARKWAY SR NORTH  
263,1,263,1,1,0,0,2015,989558.0012,199244.3394,MADISON STREET                  ,JACKSON STREET                  
264,1,264,1,1,0,0,2015,1006816.519,240067.6548,MORRIS AVENUE                   ,EAST 161 STREET                 
265,1,265,1,1,0,0,2015,996149.0671,172510.1153,DITMAS AVENUE                   ,EAST 22 STREET                  
266,1,266,1,0,0,1,2015,957131.8301,148696.7059,MASON AVENUE                    ,MIDLAND AVENUE                  
267,3,267,1,0,0,1,2015,982382.8777,214158.3316,WEST 30 STREET                  ,12 AVENUE                       
268,5,268,1,0,0,1,2015,1014819.767,179358.0413,LINDEN BOULEVARD                ,NEW JERSEY AVENUE               
269,1,269,1,1,0,0,2015,989278.3689,218456.3541,WEST 57 STREET                  ,BROADWAY                        
270,2,270,1,0,1,0,2015,946856.2277,140142.3169,REDGRAVE AVENUE                 ,HYLAN BOULEVARD                 
271,2,271,1,1,0,0,2015,1033242.925,185908.0803,115 STREET                      ,ROCKAWAY BOULEVARD              
272,1,272,1,1,0,0,2015,1015419.172,175815.2793,VANDALIA AVENUE                 ,LOUISIANA AVENUE                
273,1,273,1,1,0,0,2015,994920.8641,231167.7457,COLUMBUS AVENUE                 ,WEST 109 STREET                 
274,3,274,1,0,0,1,2015,1048601.562,178562.3867,RAMP                            ,ROCKAWAY BOULEVARD              
275,1,275,1,1,0,0,2015,1010331.069,186308.5454,SACKMAN STREET                  ,FULTON STREET                   
276,1,276,1,1,0,0,2015,984049.6165,157422.6757,21 AVENUE                       ,CROPSEY AVENUE                  
277,1,277,1,0,1,0,2015,1006281.008,203865.7967,48 STREET                       ,56 ROAD                         
278,1,278,1,0,1,0,2015,1041654.475,251190.0984,CITY IS BRIDGE                  ,CITY ISLAND AVENUE              
279,6,279,1,1,0,0,2015,1009065.445,257811.261,BROADWAY                        ,BROADWAY BRIDGE                 
280,1,280,1,1,0,0,2015,993760.1939,217188.8665,EAST 61 STREET                  ,3 AVENUE                        
281,3,281,1,0,0,1,2015,991740.9197,171027.1987,OCEAN PARKWAY                   ,DITMAS AVENUE                   
282,1,282,1,1,0,0,2015,1007635.865,182049.9289,SUTTER AVENUE                   ,STRAUSS STREET                  
283,1,283,1,1,0,0,2015,998268.9316,172772.4544,AVENUE D                        ,EAST 29 STREET                  
284,1,284,1,0,1,0,2015,1053181.028,160300.6686,BAYPORT PLACE                   ,AUGUSTINA AVENUE                
285,1,285,2,1,0,1,2015,1036806.599,182096.4118,SOUTH CONDUIT AVENUE            ,130 STREET                      
286,1,286,1,1,0,0,2015,1014348.338,170815.7227,ROCKAWAY PARKWAY                ,AVENUE N                        
287,1,287,1,1,0,0,2015,1041424.106,195841.7445,165 STREET                      ,ARCHER AVENUE                   
288,1,288,3,0,0,3,2015,1049062.677,210608.2435,210 STREET                      ,64 AVENUE                       
289,1,289,1,0,0,1,2015,1009318.164,219836.4006,23 ROAD                         ,STEINWAY STREET                 
290,3,290,2,1,0,1,2015,937703.1777,153892.5817,RICHMOND HILL ROAD              ,RICHMOND AVENUE                 
291,3,291,1,0,0,1,2015,1016838.507,191478.8632,JACKIE ROBINSON PARKWAY         ,CYPRESS HILLS STREET            
292,1,292,1,0,0,1,2015,1030257.499,198002.3767,PARK LANE                       ,PARK LANE SOUTH                 
293,1,293,1,0,0,1,2015,1036761.957,216723.874,155 STREET                      ,SANFORD AVENUE                  
294,1,294,1,1,0,0,2015,997183.3104,187255.5514,BEDFORD AVENUE                  ,FULTON STREET                   
295,1,295,1,1,0,0,2015,985125.7233,173999.8105,9 AVENUE                        ,42 STREET                       
296,3,296,1,1,0,0,2015,985500.1025,155903.2168,CROPSEY AVENUE                  ,BAY 35 STREET                   
297,2,297,1,1,0,0,2015,985648.6258,200082.3692,CANAL STREET                    ,MANHATTAN BR APPROACH           
298,1,298,1,1,0,0,2015,995390.6532,223287.3583,MADISON AVENUE                  ,EAST 84 STREET                  
299,5,299,1,0,1,0,2015,980484.6863,175682.2383,48 STREET                       ,3 AVENUE                        
300,1,300,2,2,0,0,2015,938924.4227,131925.3523,HAROLD AVENUE                   ,HYLAN BOULEVARD                 
301,1,301,1,1,0,0,2015,1030328.883,214868.4187,COLLEGE POINT BOULEVARD         ,41 AVENUE                       
302,1,302,1,1,0,0,2015,993443.167,217662.6451,LEXINGTON AVENUE                ,EAST 62 STREET                  
303,2,303,1,1,0,0,2015,1002514.638,158247.4805,KNAPP STREET                    ,GERRITSEN AVENUE                
304,3,304,1,1,0,0,2015,984801.2358,179904.1294,25 STREET                       ,4 AVENUE                        
305,1,305,1,0,0,1,2015,1028537.489,243494.8825,COMMERCE AVENUE                 ,NEWBOLD AVENUE                  
306,1,306,1,1,0,0,2015,1013603.694,176252.5731,GLENWOOD ROAD                   ,EAST 108 STREET                 
307,2,307,1,1,0,0,2015,1031493.589,215553.0434,MAIN STREET                     ,41 AVENUE                       
308,5,308,1,0,0,1,2015,1033092.483,259916.3815,CO-OP CITY BOULEVARD            ,PEARTREE AVENUE                 
309,3,309,1,1,0,0,2015,1015518.185,177617.569,COZINE AVENUE                   ,PENNSYLVANIA AVENUE             
310,1,310,1,1,0,0,2015,1003738.743,216463.6875,28 STREET                       ,34 AVENUE                       
311,1,311,1,1,0,0,2015,992295.4071,217702.458,EAST 60 STREET                  ,MADISON AVENUE                  
312,1,312,1,0,0,1,2015,1014159.697,239740.225,WESTCHESTER AVENUE              ,SOUTHERN BOULEVARD              
313,1,313,1,1,0,0,2015,946915.9224,169627.5164,HEBERTON AVENUE                 ,PALMER AVENUE                   
314,1,314,1,1,0,0,2015,997455.9083,153567.4672,AVENUE Z                        ,EAST 17 STREET                  
315,1,315,1,0,0,1,2015,1050520.404,158020.2237,FAR ROCKAWAY BOULEVARD          ,ROCKAWAY FREEWAY                
316,4,316,1,1,0,0,2015,1054827.071,205098.9501,219 STREET                      ,HILLSIDE AVENUE                 
317,1,317,1,1,0,0,2015,1008091.494,243026.0288,MORRIS AVENUE                   ,EAST 168 STREET                 
318,1,318,1,1,0,0,2015,984716.8626,216465.1377,11 AVENUE                       ,WEST 42 STREET                  
319,2,319,1,1,0,0,2015,995865.9246,175182.1047,FLATBUSH AVENUE                 ,ALBEMARLE ROAD                  
320,2,320,1,1,0,0,2015,985209.7717,155439.5629,24 AVENUE                       ,SHORE PARKWAY                   
321,1,321,1,1,0,0,2015,991338.7653,189318.5919,SOUTH PORTLAND AVENUE           ,FULTON STREET                   
322,1,322,1,1,0,0,2015,1019041.777,197589.9202,69 ROAD                         ,78 STREET                       
323,3,323,1,0,1,0,2015,1005429.33,240006.7599,GRAND CONCOURSE                 ,EAST 158 STREET                 
324,1,324,1,1,0,0,2015,1031385.744,261863.6381,BOSTON ROAD                     ,DE LAVALL AVENUE                
325,1,325,1,1,0,0,2015,1019252.57,215025.859,NORTHERN BOULEVARD              ,JUNCTION BOULEVARD              
326,3,326,1,0,1,0,2015,998859.5866,214885.0391,VERNON BOULEVARD                ,41 AVENUE                       
327,1,327,1,0,0,1,2015,1008496.099,248123.469,EAST 175 STREET                 ,JEROME AVENUE                   
328,1,328,1,0,0,1,2015,1030056.141,261331.5853,BOSTON ROAD                     ,MAROLLA PLACE                   
329,1,329,1,0,0,1,2015,1007122.798,207244.6315,LAUREL HILL BOULEVARD           ,49 STREET                       
330,1,330,1,1,0,0,2015,964296.9631,162731.9233,VIRGINIA AVENUE                 ,TOMPKINS AVENUE                 
331,1,331,1,1,0,0,2015,1013847.184,237811.6954,BARRETTO STREET                 ,SOUTHERN BOULEVARD              
332,1,332,1,1,0,0,2015,996480.8282,166379.0846,OCEAN AVENUE                    ,AVENUE K                        
333,1,333,1,1,0,0,2015,1004220.619,191604.2763,KOSSUTH PLACE                   ,PATCHEN AVENUE                  
334,2,334,1,1,0,0,2015,962923.856,171635.3471,BAY STREET                      ,VICTORY BOULEVARD               
335,3,335,1,1,0,0,2015,993393.3705,216496.7947,EAST 58 STREET                  ,3 AVENUE                        
336,1,336,1,0,0,1,2015,997179.7179,194091.8369,LEE AVENUE                      ,FLUSHING AVENUE                 
337,1,337,1,1,0,0,2015,1012151.617,198929.0546,METROPOLITAN AVENUE             ,62 STREET                       
338,1,338,1,1,0,0,2015,995035.3685,216480.2393,1 AVENUE                        ,EAST 61 STREET                  
339,1,339,1,1,0,0,2015,1017990.775,199003.6444,METROPOLITAN AVENUE             ,74 STREET                       
340,1,340,1,1,0,0,2015,998163.105,156784.5897,GRAVESEND NECK ROAD             ,EAST 21 STREET                  
341,1,341,1,0,0,1,2015,1060282.018,188318.5447,BROOKVILLE BOULEVARD            ,HOOK CREEK BOULEVARD            
342,5,342,1,0,0,1,2015,1001266.425,152012.5422,EMMONS AVENUE                   ,NOSTRAND AVENUE                 
343,1,343,1,1,0,0,2015,994133.5068,214848.8975,1 AVENUE                        ,EAST 54 STREET                  
344,1,344,1,1,0,0,2015,1020195.826,240664.3701,WATSON AVENUE                   ,CROES AVENUE                    
345,3,345,1,0,1,0,2015,1001640.634,233513.3841,EAST 129 STREET                 ,PARK AVENUE                     
346,1,346,1,1,0,0,2015,1031825.058,214532.9007,MAIN STREET                     ,MAPLE AVENUE                    
347,1,347,1,1,0,0,2015,999538.5255,181257.752,BALFOUR PLACE                   ,EMPIRE BOULEVARD                
348,1,348,1,1,0,0,2015,994514.1678,232291.7615,AMSTERDAM AVENUE                ,WEST 112 STREET                 
349,1,349,1,1,0,0,2015,994296.7939,164282.9307,CONEY ISLAND AVENUE             ,AVENUE M                        
350,5,350,1,1,0,0,2015,1017305.343,180767.9696,LINDEN BOULEVARD                ,ASHFORD STREET                  
351,1,351,1,0,0,1,2015,936106.3118,159210.5461,SIGNS ROAD                      ,VICTORY BOULEVARD               
352,1,352,1,1,0,0,2015,1003738.733,178063.3588,EAST 51 STREET                  ,LENOX ROAD                      
353,1,353,1,1,0,0,2015,1006968.779,223920.2245,19 STREET                       ,DITMARS BOULEVARD               
354,3,354,1,1,0,0,2015,1000971.056,154076.8064,AVENUE Z                        ,NOSTRAND AVENUE                 
355,1,355,1,1,0,0,2015,994195.4719,166937.945,AVENUE J                        ,EAST 12 STREET                  
356,2,356,1,1,0,0,2015,1044087.139,189408.1619,BEDELL STREET                   ,BAISLEY PARK HOUSES PED PATH    
357,5,357,1,1,0,0,2015,1025245.701,192030.5779,JAMAICA AVENUE                  ,WOODHAVEN BOULEVARD             
358,1,358,1,1,0,0,2015,1022215.002,213883.8567,105 STREET                      ,37 AVENUE                       
359,1,359,1,1,0,0,2015,1030250.543,215182.6435,COLLEGE POINT BOULEVARD         ,40 ROAD                         
360,1,360,1,1,0,0,2015,995668.2314,199709.017,METROPOLITAN AVENUE             ,DRIGGS AVENUE                   
361,1,361,1,1,0,0,2015,1015044.275,210136.5811,WOODSIDE AVENUE                 ,76 STREET                       
362,10,362,1,1,0,0,2015,988875.3779,191992.1495,GOLD STREET                     ,FLATBUSH AVENUE EXTENSION       
363,1,363,1,1,0,0,2015,1007190.242,253954.2645,UNIVERSITY HEIGHTS BRIDGE APPR  ,9 AVENUE                        
364,1,364,3,3,0,0,2015,1023565.721,248026.839,BOGART AVENUE                   ,MORRIS PARK AVENUE              
365,9,365,2,2,0,0,2015,1008109.879,244858.0031,EAST 170 STREET                 ,GRAND CONCOURSE                 
366,1,366,1,1,0,0,2015,1033796.064,240113.9677,EAST TREMONT AVENUE             ,ROOSEVELT AVENUE                
367,1,367,1,1,0,0,2015,1001776.319,207326.9542,STARR AVENUE                    ,VAN DAM STREET                  
368,1,368,1,1,0,0,2015,985473.7475,157957.2153,BAY PARKWAY                     ,BENSON AVENUE                   
369,1,369,1,1,0,0,2015,987281.4244,172954.3041,40 STREET                       ,12 AVENUE                       
370,1,370,1,1,0,0,2015,1032077.269,213774.7694,MAIN STREET                     ,BLOSSOM AVENUE                  
371,1,371,1,1,0,0,2015,1042531.181,185340.4863,125 AVENUE                      ,SUTPHIN BOULEVARD               
372,2,372,1,0,0,1,2015,965750.5921,156613.7731,CEDAR AVENUE                    ,JACKSON AVENUE                  
373,1,373,1,1,0,0,2015,985813.8354,190749.3436,ATLANTIC AVENUE                 ,CLINTON STREET                  
374,1,374,1,1,0,0,2015,1002514.382,192985.4743,BROADWAY                        ,VERNON AVENUE                   
375,1,375,1,1,0,0,2015,992844.7955,214072.0161,2 AVENUE                        ,EAST 49 STREET                  
376,1,376,1,1,0,0,2015,1001077.984,183451.0875,ALBANY AVENUE                   ,LINCOLN PLACE                   
377,1,377,1,1,0,0,2015,965888.7053,163012.4545,BAY STREET                      ,HYLAN BOULEVARD                 
378,1,378,1,1,0,0,2015,1028370.334,261650.525,CRAWFORD AVENUE                 ,BAYCHESTER AVENUE               
379,1,379,1,0,0,1,2014,986887.954,149987.8681,WEST 23 STREET                  ,NEPTUNE AVENUE                  
380,1,380,1,1,0,0,2014,987080.6899,197982.7015,SOUTH STREET                    ,RUTGERS SLIP                    
381,1,381,1,1,0,0,2014,990508.2155,220369.8149,65 ST TRANSVERSE                ,WEST DRIVE                      
382,3,382,1,1,0,0,2014,992822.1613,221054.9874,TERRACE DRIVE                   ,EAST DRIVE                      
383,1,383,1,1,0,0,2014,997576.036,200124.6854,JACKSON STREET                  ,UNION AVENUE                    
384,0,384,1,1,0,0,2014,,,,
385,1,385,1,1,0,0,2014,1008597.037,232413.0251,EAST 138 STREET                 ,BRUCKNER EP EB EN MJR DEEGAN EP 
386,1,386,4,0,0,4,2014,1011703.488,223205.0979,19 AVENUE                       ,37 STREET                       
387,3,387,1,0,0,1,2014,1011764.492,260047.3622,BAILEY PLACE                    ,BAILEY AVENUE                   
388,3,388,1,1,0,0,2014,1015735.32,208342.9462,QUEENS BOULEVARD                ,IRELAND STREET                  
389,2,389,1,0,0,1,2014,1017422.731,265536.7246,EAST 233 STREET                 ,MAJOR DEEGAN EP NB EN E 233 ST  
390,2,390,1,1,0,0,2014,1019609.282,251309.4994,BRONX RVR PY NB EN PELHAM PY WB ,PELHAM PARKWAY                  
391,1,391,1,0,1,0,2014,1025935.942,213817.2791,CASEY STENGEL PLAZA             ,ROOSEVELT AVENUE                
392,0,392,1,0,1,0,2014,,,,
393,1,393,1,0,0,1,2014,1048275.07,208051.4737,CLEARVIEW EXPRESSWAY ET 3 SB    ,73 AVENUE                       
394,1,394,2,0,0,2,2014,1049787.941,182405.3285,BELT PARKWAY SB ENTRANCE 181 ST ,181 STREET                      
395,1,395,1,0,0,1,2014,990886.4431,215157.6665,EAST 49 STREET                  ,MADISON AVENUE                  
396,3,396,1,1,0,0,2014,1020244.535,197694.4068,COOPER AVENUE                   ,69 ROAD                         
397,1,397,1,0,0,1,2014,1008831.758,201467.4813,GRAND AVENUE                    ,RUST STREET                     
398,1,398,1,1,0,0,2014,996508.4922,200029.1279,NORTH 6 STREET                  ,ROEBLING STREET                 
399,1,399,1,0,0,1,2014,1026463.018,252155.541,FISH AVENUE                     ,PELHAM PARKWAY NORTH            
400,3,400,1,1,0,0,2014,1031855.688,217647.7665,NORTHERN BOULEVARD              ,UNION STREET                    
401,1,401,1,1,0,0,2014,996820.8374,156064.6043,GRAVESEND NECK ROAD             ,EAST 16 STREET                  
402,1,402,1,1,0,0,2014,980998.2319,162512.4979,14 AVENUE                       ,86 STREET                       
403,1,403,1,0,0,1,2014,973263.2966,164615.4431,SHORE ROAD                      ,93 STREET                       
404,4,404,1,1,0,0,2014,1016068.646,186230.3271,ATLANTIC AVENUE                 ,CLEVELAND STREET                
405,1,405,1,1,0,0,2014,996343.7583,221852.1085,EAST 81 STREET                  ,3 AVENUE                        
406,1,406,1,0,1,0,2014,1007533.696,189242.1419,WEIRFIELD STREET                ,BROADWAY                        
407,1,407,1,0,1,0,2014,1053402.484,182162.9697,143 AVENUE                      ,NORTH CONDUIT AVENUE            
408,3,408,1,1,0,0,2014,1024039.683,189223.9005,ATLANTIC AVENUE                 ,85 STREET                       
